Platform name, Total Gap Time, Average Gap Time, Min Value, Max Flight Time 
CFI,272:07:31:47,34:00:56:28,-872,00:02:33:23
CFIY,504:22:12:56,72:03:10:25,-838,00:01:56:14
CFLY,479:04:22:44,53:05:49:11,-824,00:02:44:18
CFV,438:15:49:28,36:13:19:07,-989,00:02:11:21
CFW,367:14:39:55,52:12:22:50,-626,00:02:34:07
CFX,392:15:00:17,49:01:52:32,-885,00:02:26:57
CG,545:12:49:11,14:08:32:52,-996,00:02:42:11
CGH,443:14:52:57,73:22:28:49,-746,00:02:37:56
CGUH,471:14:22:19,67:08:54:37,-822,00:02:44:03
CGY,353:18:29:56,58:23:04:59,-572,00:02:33:31
CH,560:10:16:10,08:14:55:38,-981,00:02:44:21
CHCZ,492:21:05:12,37:21:55:47,-935,00:02:36:33
CHH,529:17:01:01,48:03:43:43,-718,00:02:45:41
CHK,494:19:26:01,49:11:32:36,-930,00:02:23:59
CHP,434:17:25:38,62:02:29:22,-138,00:02:15:02
CHQ,435:09:41:53,36:06:48:29,-980,00:02:25:05
CHQM,357:05:27:45,39:16:36:25,-895,00:02:05:01
CHS,490:12:07:21,81:18:01:13,-733,00:02:44:11
CHT,456:19:03:12,91:08:36:38,-701,00:02:16:12
CI,574:21:50:43,10:15:30:56,-969,00:02:46:34
CIF,342:10:38:26,57:01:46:24,-995,00:02:32:45
CIJ,380:23:16:50,63:11:52:48,-797,00:02:45:50
CILL,531:14:00:40,44:07:10:03,-951,00:02:45:18
CIPO,504:01:09:59,72:00:09:59,-629,00:02:24:49
CIYH,471:00:10:07,67:06:52:52,-802,00:02:42:22
CIYS,413:20:30:55,45:23:36:46,-955,00:02:28:58
CJ,572:22:53:26,13:23:23:15,-931,00:02:44:40
CJC,363:07:53:14,90:19:58:18,-805,00:02:39:42
CJL,412:10:33:11,45:19:50:21,-888,00:02:36:36
CJM,429:01:58:19,61:07:08:19,-734,00:02:32:19
CJZE,507:22:33:22,56:10:30:22,-900,00:02:40:08
CK,574:06:55:08,12:05:15:12,-982,00:02:46:19
CKPN,511:05:18:53,46:11:23:32,-936,00:02:46:01
CL,517:15:47:30,21:13:39:28,-977,00:02:30:46
CLLN,447:22:20:31,55:23:47:33,-796,00:02:45:17
CLT,533:15:33:31,38:02:49:32,-966,00:02:39:50
CLW,520:12:29:02,37:04:19:13,-948,00:02:45:36
CM,555:06:53:42,21:08:34:22,-1000,00:02:44:04
CMB,529:22:08:59,58:21:07:39,-493,00:02:39:00
CMDP,523:07:43:11,74:18:14:44,-934,00:02:32:17
CMER,475:14:35:41,59:10:49:27,-864,00:02:18:19
CMGG,501:16:37:48,50:04:03:46,-992,00:02:19:28
CML,491:02:27:03,22:07:44:51,-895,00:02:34:49
CMO,484:16:53:40,48:11:17:22,-709,00:02:38:32
CMPU,473:00:24:01,118:06:06:00,-984,00:02:42:05
CMXX,425:11:39:23,60:18:48:29,-962,00:02:28:12
CN,569:19:08:28,10:08:38:20,-993,00:02:44:12
CNC,533:01:56:22,44:10:09:41,-938,00:02:23:44
CNF,529:06:35:42,66:03:49:27,-978,00:02:30:29
CNL,458:11:49:40,65:11:58:31,-410,00:01:45:42
CNYK,501:08:09:43,55:16:54:24,-927,00:02:36:09
CO,344:02:47:45,114:16:55:55,-422,00:01:48:53
COA,376:20:18:59,53:20:02:42,-933,00:02:35:35
COAG,562:07:56:45,56:05:35:40,-946,00:02:38:10
COEJ,419:23:30:08,59:23:55:44,-907,00:02:39:02
COJW,359:21:45:23,59:23:37:33,-942,00:02:37:37
CON,492:04:59:13,32:19:31:56,-940,00:02:41:51
COUV,418:19:45:48,32:05:12:45,-976,00:02:29:53
COY,451:22:23:06,75:07:43:51,-521,00:02:43:35
CP,461:11:49:56,14:10:07:11,-971,00:02:40:57
CPB,556:00:25:40,46:08:02:08,-979,00:02:41:43
CPFJ,439:09:18:49,43:22:31:52,-547,00:02:43:22
CPM,383:04:50:35,38:07:41:03,-570,00:02:45:59
CPML,527:08:46:17,37:16:03:18,-960,00:02:35:35
CPQ,530:16:23:52,44:05:21:59,-874,00:02:45:05
CPUP,156:22:29:27,31:09:17:53,-863,00:02:33:18
CPXC,487:03:53:26,60:21:29:10,-765,00:02:45:16
CPYN,533:07:30:13,53:07:57:01,-946,00:02:29:30
CPYO,522:04:08:22,47:11:17:07,-893,00:02:44:31
CQ,545:01:08:37,20:04:29:12,-975,00:02:46:10
CQA,533:17:00:20,48:12:27:18,-468,00:02:25:13
CQC,470:12:50:36,42:18:37:19,-981,00:02:37:58
CQNI,447:08:42:15,63:21:48:53,-746,00:02:37:09
CQO,407:14:06:28,33:23:10:32,-273,00:02:40:08
CQPI,498:18:20:09,27:17:01:07,-854,00:02:44:02
CQS,541:12:19:02,180:12:06:20,0,00:02:40:10
CQYA,554:05:18:28,32:14:25:47,-842,00:02:22:00
CR,558:13:05:09,14:16:45:55,-950,00:02:39:27
CRE,516:19:29:04,30:09:37:00,-941,00:02:28:21
CRJK,345:21:28:18,57:15:34:43,-832,00:02:39:37
CRN,509:05:32:38,36:08:58:02,-959,00:02:21:02
CRNE,493:23:41:05,61:17:57:38,-977,00:02:42:23
CRRH,508:11:12:34,101:16:38:30,-705,00:02:31:19
CRU,404:10:49:02,80:21:21:48,-992,00:02:40:01
CRUM,535:21:28:10,38:06:40:35,-682,00:02:44:52
CRX,556:09:38:02,37:02:14:32,-989,00:02:35:10
CS,559:11:36:13,10:04:08:17,-989,00:02:41:58
CSA,484:22:17:52,37:07:15:13,-945,00:02:25:26
CSB,552:09:44:04,42:11:49:32,-899,00:02:43:28
CSBS,559:07:13:34,46:14:36:07,-941,00:02:37:45
CSF,529:00:56:12,35:06:27:44,-539,00:02:26:22
CSLE,561:15:27:40,62:09:43:04,-968,00:02:14:36
CSP,361:06:23:44,72:06:04:44,-692,00:01:48:43
CT,539:04:57:13,16:08:09:00,-900,00:02:39:51
CTC,394:19:10:34,131:14:23:31,-984,00:02:46:31
CTF,476:20:53:24,47:16:29:20,-691,00:02:43:55
CTL,440:07:09:18,55:00:53:39,-557,00:02:00:31
CTLK,566:15:32:51,56:15:57:17,-931,00:02:20:01
CU,517:15:10:50,18:11:41:06,-873,00:02:46:03
CUCL,519:10:35:50,103:21:19:10,-835,00:02:32:06
CUEM,332:15:15:53,55:10:32:38,-642,00:02:12:31
CUMX,494:05:20:49,41:04:26:44,-856,00:02:43:03
CUPK,499:12:11:01,83:06:01:50,-789,00:02:43:15
CUT,481:19:28:51,32:02:53:55,-786,00:02:27:36
CUYI,461:06:26:21,76:21:04:23,-892,00:02:42:55
CUZI,434:07:21:20,72:09:13:33,-638,00:01:39:12
CUZT,499:10:05:07,83:05:40:51,-671,00:02:44:25
CV,563:06:25:40,14:10:37:34,-962,00:02:45:43
CVHX,499:11:16:39,71:08:28:05,-764,00:02:11:10
CVJJ,250:05:42:15,27:19:18:01,-759,00:02:38:00
CVL,478:04:11:37,36:18:47:02,-313,00:02:45:45
CVNW,546:18:48:28,34:04:10:31,-993,00:02:45:39
CVR,465:06:19:32,77:13:03:15,-784,00:02:32:23
CVU,480:20:04:18,60:02:30:32,-680,00:02:35:07
CVZB,504:15:17:33,63:01:54:41,-792,00:02:33:13
CW,550:15:53:27,17:04:59:47,-821,00:02:43:32
CWJI,292:01:44:54,41:17:23:33,-696,00:01:56:20
CWUR,510:20:35:54,34:01:22:23,-919,00:02:27:27
CWVA,573:21:58:49,63:18:26:32,-360,00:02:28:37
CWYD,449:07:03:45,44:22:18:22,-948,00:02:38:30
CX,549:08:48:19,24:23:18:33,-962,00:02:40:34
CXE,510:09:43:56,72:21:57:42,-971,00:02:38:58
CXHR,535:19:55:05,53:13:59:30,-633,00:02:43:15
CXKC,494:22:21:42,82:11:43:37,-765,00:02:19:52
CXKP,552:07:20:05,50:05:01:49,-884,00:02:46:28
CXR,488:20:47:25,48:21:16:44,-974,00:02:43:15
CXRJ,457:19:28:26,38:03:37:22,-336,00:02:34:53
CXRM,503:14:04:40,55:22:53:51,-783,00:02:22:56
CXRV,358:14:59:58,51:05:34:16,-983,00:01:32:50
CXTX,428:12:41:25,61:05:14:29,-951,00:02:06:26
CXVT,566:05:16:03,43:13:19:41,-956,00:02:45:37
CXZ,566:21:40:14,70:20:42:31,-913,00:02:08:10
CY,558:15:27:53,10:22:53:29,-821,00:02:36:30
CYA,508:21:40:06,72:16:48:35,-784,00:02:33:19
CYB,390:02:30:42,48:18:18:50,-868,00:02:29:50
CYCE,353:01:26:07,70:14:41:13,-57,00:02:12:19
CYK,445:01:44:31,40:11:04:02,-944,00:02:28:54
CYLB,481:08:34:24,43:18:14:02,-961,00:02:38:44
CYS,428:13:49:18,42:20:34:55,-845,00:02:46:29
CYU,375:22:15:25,41:18:28:22,-881,00:02:45:00
CYX,466:11:44:51,38:20:58:44,-990,00:02:30:23
CZ,549:18:59:31,21:23:47:58,-998,00:02:36:48
CZBY,510:05:30:51,46:09:13:42,-989,00:01:51:57
CZEU,435:13:59:40,72:14:19:56,-973,00:02:19:38
CZG,504:21:47:51,100:23:33:34,-992,00:01:58:52
CZGE,446:12:51:01,34:08:22:23,-970,00:02:41:11
CZP,355:07:07:33,88:19:46:53,-603,00:02:17:29
CZQ,234:07:45:01,39:01:17:30,-994,00:02:36:27
CZZI,529:01:23:02,44:02:06:55,-974,00:02:38:25
D,577:23:38:26,00:14:11:53,-1000,00:02:46:34
DA,559:14:34:15,10:23:20:40,-924,00:02:40:29
DADF,562:02:38:33,43:05:44:30,-984,00:02:45:23
DAL,530:02:03:09,48:04:33:00,-726,00:02:46:26
DAR,252:10:15:44,84:03:25:14,-810,00:01:16:13
DAST,480:18:35:45,68:16:22:15,-815,00:01:32:58
DATY,551:11:33:07,45:22:57:45,-725,00:02:44:03
DAZW,415:19:53:07,69:07:18:51,-852,00:02:37:38
DB,563:09:55:18,21:16:04:26,-997,00:02:35:38
DBEN,359:15:48:06,39:23:05:20,-830,00:02:34:40
DBJ,515:20:07:03,64:11:30:52,-729,00:02:40:21
DBOT,388:00:06:15,48:12:00:46,-962,00:02:40:35
DBT,500:04:46:54,83:08:47:49,-991,00:01:52:26
DBV,526:23:36:01,52:16:45:36,-863,00:02:43:57
DC,566:09:30:28,14:03:50:15,-943,00:02:42:47
DCE,474:22:31:11,43:04:13:44,-889,00:02:42:22
DCH,508:02:07:51,39:02:00:36,-976,00:02:38:13
DCKY,390:17:45:29,48:20:13:11,-871,00:02:18:48
DCMS,545:07:37:32,54:12:45:45,-788,00:02:14:00
DCNM,510:12:43:30,46:09:53:02,-975,00:02:24:08
DCP,504:02:18:21,50:09:49:50,-895,00:02:26:02
DCQ,517:10:55:20,47:00:59:34,-976,00:02:38:43
DCS,526:10:17:06,47:20:34:16,-590,00:02:22:28
DCYW,530:09:30:13,48:05:13:39,-576,00:02:46:00
DD,563:23:24:03,17:14:58:52,-786,00:02:45:48
DDDS,136:07:36:11,27:06:19:14,-729,00:02:20:58
DDFH,469:05:04:27,42:15:44:02,-820,00:02:41:09
DDFP,479:05:06:23,47:22:06:38,-992,00:02:25:20
DDHQ,548:02:04:09,39:03:34:34,-681,00:02:40:18
DDL,571:17:08:46,51:23:22:36,-760,00:01:57:52
DDMU,535:16:30:14,89:06:45:02,-625,00:02:10:48
DDNS,554:13:36:57,50:09:57:54,-327,00:02:39:56
DDOX,304:15:10:42,43:12:27:14,-952,00:02:39:05
DDQI,467:13:36:31,77:22:16:05,-976,00:02:23:05
DDU,444:14:08:11,40:10:00:44,-818,00:02:46:39
DDY,387:23:08:04,35:06:28:00,-795,00:02:13:52
DDZU,327:15:00:42,81:21:45:10,-391,00:01:55:09
DE,544:00:04:22,09:01:36:04,-978,00:02:43:44
DEC,468:14:48:31,39:01:14:02,-967,00:02:40:24
DEIQ,391:03:28:05,20:14:04:38,-982,00:02:43:06
DEMU,498:01:54:37,83:00:19:06,-893,00:02:44:22
DEQ,544:12:10:44,45:09:00:53,-986,00:02:46:28
DF,555:03:38:37,12:01:38:39,-948,00:02:45:57
DFE,540:15:00:17,20:00:33:20,-970,00:02:45:29
DFI,490:19:34:42,49:01:57:28,-920,00:02:02:37
DFK,468:06:14:35,78:01:02:25,-714,00:02:38:52
DFN,518:02:14:59,43:04:11:14,-753,00:02:29:51
DFNV,459:21:08:18,91:23:25:39,-821,00:02:28:49
DFQX,541:01:33:45,33:19:35:51,-924,00:02:45:36
DFRX,303:02:00:45,50:12:20:07,-946,00:02:26:45
DFTI,331:10:18:44,66:06:51:44,-769,00:02:46:07
DG,553:08:13:04,12:00:42:01,-942,00:02:44:35
DGBT,490:10:41:13,81:17:46:52,-781,00:02:37:55
DGC,558:01:34:42,79:17:22:06,-961,00:02:42:51
DGK,342:12:38:51,68:12:07:46,-886,00:02:30:40
DGX,519:05:12:54,103:20:14:34,-927,00:02:13:01
DGY,565:10:23:41,56:13:02:22,-738,00:02:32:18
DGYK,336:00:35:23,48:00:05:03,-800,00:02:42:14
DGYY,410:09:36:36,51:07:12:04,-920,00:02:41:25
DH,515:20:38:52,23:10:45:24,-914,00:02:44:19
DHD,406:10:16:21,45:03:48:29,-890,00:02:07:04
DHHG,503:07:26:13,55:22:09:34,-482,00:02:20:52
DHO,512:23:26:48,36:15:23:20,-992,00:02:24:04
DHQJ,400:04:03:55,28:14:00:16,-997,00:02:44:41
DHQY,477:03:01:08,79:12:30:11,-588,00:02:45:18
DHQZ,502:19:08:38,41:21:35:43,-876,00:02:44:48
DHUC,470:11:41:50,31:08:46:47,-946,00:02:33:18
DI,506:06:36:24,33:18:02:25,-965,00:02:30:33
DIF,320:06:05:41,40:00:45:42,-967,00:02:45:13
DIL,513:07:50:52,102:15:58:10,-485,00:02:34:16
DIU,446:22:53:34,63:20:24:47,-922,00:02:34:34
DIV,498:06:54:29,55:08:46:03,-819,00:02:39:24
DIXM,577:20:28:51,57:18:50:53,-970,00:02:44:51
DJ,556:23:20:34,17:09:43:46,-912,00:02:45:22
DJAJ,439:03:31:41,43:21:57:10,-623,00:02:37:24
DJEB,549:06:45:53,61:00:45:05,-652,00:02:45:49
DJES,495:06:04:08,82:13:00:41,-659,00:02:27:09
DJRA,461:08:14:15,76:21:22:22,-983,00:02:37:39
DJTQ,500:17:23:49,38:12:24:54,-971,00:02:30:08
DK,566:22:48:18,09:22:42:57,-987,00:02:39:45
DKAM,549:13:50:28,78:12:15:46,-952,00:01:44:14
DKGB,530:23:40:28,106:04:44:05,-775,00:02:06:52
DKIA,531:03:11:10,59:00:21:14,-967,00:02:19:44
DKJ,451:05:35:57,64:11:05:08,-823,00:02:38:37
DKL,525:13:06:24,87:14:11:04,-521,00:02:42:50
DKO,379:05:15:21,63:04:52:33,-837,00:02:25:10
DKR,539:11:16:05,89:21:52:40,-831,00:01:59:27
DKU,518:15:38:47,47:03:36:15,-948,00:02:41:44
DKZU,433:07:30:25,54:03:56:18,-660,00:02:37:14
DL,551:04:21:47,10:19:22:46,-971,00:02:42:06
DLI,175:07:01:46,87:15:30:53,-560,00:02:29:43
DLL,567:09:20:42,70:22:10:05,-898,00:02:24:45
DLP,488:15:30:29,97:17:30:05,-396,00:02:18:54
DLPK,454:08:30:04,113:14:07:31,-967,00:02:11:34
DLR,463:22:01:41,35:16:27:49,-958,00:02:28:59
DLS,510:17:36:35,39:06:53:35,-846,00:02:41:22
DLZJ,501:19:55:46,41:19:39:38,-626,00:02:44:34
DM,519:04:13:15,25:23:00:39,-857,00:02:42:56
DMDM,459:07:59:25,35:07:59:57,-776,00:02:21:20
DMEF,558:03:54:57,111:15:10:59,-623,00:02:28:43
DMFC,540:00:22:23,49:02:12:56,-212,00:02:43:30
DMFI,509:20:57:20,33:23:47:49,-997,00:02:45:22
DMGP,309:17:19:18,34:09:55:28,-861,00:02:25:32
DMM,509:07:53:21,50:22:23:20,-860,00:02:45:59
DN,560:10:14:36,17:12:19:12,-942,00:02:44:22
DNAK,525:23:03:48,58:10:33:45,-614,00:02:46:25
DNB,417:14:27:00,52:04:48:22,-920,00:02:46:29
DNC,368:05:53:13,46:00:44:09,-547,00:02:17:48
DNCH,502:19:17:32,83:19:12:55,-414,00:02:14:34
DNGF,406:13:02:47,58:01:51:49,-534,00:02:32:21
DNLJ,543:13:40:29,30:04:45:34,-1000,00:02:44:30
DNN,366:12:24:08,61:02:04:01,-257,00:02:27:03
DNTX,355:20:46:27,59:07:27:44,-915,00:02:08:31
DNW,513:22:49:40,42:19:54:08,-891,00:02:39:48
DNX,539:20:35:17,20:18:19:49,-948,00:02:45:25
DO,540:23:32:59,23:12:30:07,-798,00:02:43:29
DOE,461:16:42:36,65:22:57:30,-820,00:02:15:13
DOIE,494:01:16:47,82:08:12:47,-341,00:01:56:41
DOLR,360:17:13:23,72:03:26:40,-793,00:02:18:02
DOMR,462:02:15:22,46:05:01:32,-691,00:02:43:50
DONX,529:01:52:53,52:21:47:17,-875,00:02:31:08
DOT,494:16:58:31,32:23:31:54,-890,00:02:08:25
DOV,495:02:18:24,49:12:13:50,-873,00:02:42:50
DOXY,541:08:03:00,54:03:12:18,-688,00:02:23:35
DOZQ,517:02:25:07,103:10:05:01,-978,00:02:27:22
DP,562:13:23:20,08:18:57:33,-964,00:02:41:19
DPG,412:19:39:47,58:23:22:49,-719,00:02:36:55
DPJ,395:14:24:17,56:12:20:36,-178,00:02:01:21
DPLF,391:00:15:35,39:02:25:33,-611,00:02:27:20
DPPX,486:02:54:11,48:14:41:25,-684,00:02:34:51
DPQE,474:01:54:01,43:02:21:16,-974,00:02:30:14
DPU,487:17:28:27,81:06:54:44,-891,00:02:39:34
DPZM,480:04:17:23,32:00:17:09,-789,00:02:44:52
DQ,514:05:35:56,73:11:05:08,-426,00:02:13:40
DQBH,484:03:41:52,40:08:18:29,-978,00:02:44:42
DQCQ,493:14:48:04,54:20:18:40,-578,00:02:13:59
DQE,456:20:26:52,76:03:24:28,-581,00:01:52:56
DQF,522:12:43:15,43:13:03:36,-851,00:02:34:45
DQFZ,447:05:50:34,63:21:24:22,-564,00:02:25:35
DQI,533:13:13:10,48:12:06:39,-926,00:02:31:50
DQM,500:22:32:42,41:17:52:43,-963,00:02:46:08
DQQ,513:10:45:21,64:04:20:40,-724,00:02:46:38
DQQW,449:05:40:05,56:03:42:30,-940,00:02:10:23
DQV,421:18:37:20,105:10:39:20,-797,00:02:35:58
DR,534:01:34:14,15:16:59:14,-978,00:02:44:04
DRAZ,536:23:35:29,38:08:32:32,-922,00:02:37:02
DRFR,497:18:45:54,41:11:33:49,-700,00:02:45:36
DRGB,529:03:04:38,33:01:41:32,-979,00:02:38:32
DRJW,512:18:36:23,73:06:05:11,-122,00:02:44:56
DRNR,491:08:34:21,44:16:03:07,-635,00:02:41:30
DRUN,465:23:56:54,93:04:47:22,-791,00:02:20:08
DRV,424:23:36:34,42:11:57:39,-991,00:02:40:31
DRYJ,540:20:46:35,38:15:11:53,-955,00:02:44:53
DS,576:08:21:14,14:09:48:31,-982,00:02:43:45
DSC,289:01:34:16,41:07:04:53,-817,00:02:42:03
DSEK,267:11:58:53,33:10:29:51,-939,00:02:38:36
DSEN,453:02:03:24,56:15:15:25,-937,00:02:43:08
DSG,478:03:47:49,20:18:56:51,-945,00:02:44:05
DSL,547:00:08:49,60:18:40:58,-875,00:02:15:29
DSOE,471:11:32:22,94:07:06:28,-657,00:02:28:49
DSQ,513:14:06:19,42:19:10:31,-685,00:02:24:03
DSU,467:19:13:46,25:23:44:05,-962,00:02:35:08
DT,568:01:35:39,12:08:22:56,-924,00:02:46:19
DTJ,508:10:11:42,63:13:16:27,-902,00:02:23:18
DTO,395:23:02:42,39:14:18:16,-625,00:02:32:51
DTSB,308:14:36:16,51:10:26:02,-772,00:02:28:59
DTT,503:19:26:49,35:23:40:29,-953,00:02:42:15
DTW,397:02:06:37,56:17:26:39,-548,00:02:34:52
DTWF,450:03:22:41,37:12:16:53,-974,00:02:44:40
DU,538:13:56:39,18:13:43:19,-971,00:02:30:20
DUCZ,505:19:56:07,50:13:59:36,-797,00:02:45:23
DUF,457:07:25:48,38:02:37:09,-903,00:02:04:59
DUH,499:06:39:18,62:09:49:54,-635,00:02:08:07
DUL,566:05:43:39,33:07:23:44,-930,00:02:44:34
DUS,514:08:43:25,85:17:27:14,-638,00:02:29:33
DV,548:02:40:31,13:08:50:44,-731,00:02:44:10
DVK,433:00:12:57,72:04:02:09,-381,00:02:45:10
DVLO,525:12:26:35,87:14:04:25,-907,00:02:21:41
DVN,411:20:30:57,58:20:04:25,-986,00:02:41:35
DVQL,517:21:16:16,36:23:48:18,-989,00:02:44:31
DVSN,280:18:43:47,31:04:44:51,-678,00:02:12:18
DVU,387:10:34:33,32:06:52:52,-927,00:02:46:30
DW,575:06:14:56,06:22:20:25,-983,00:02:45:18
DWAJ,513:04:35:29,46:15:41:24,-703,00:02:46:03
DWK,523:10:48:03,34:21:31:12,-977,00:02:44:42
DWLN,521:22:48:05,86:23:48:00,-469,00:02:45:08
DWN,487:04:29:38,69:14:21:22,-910,00:02:45:16
DWO,401:07:05:51,57:07:52:15,-937,00:02:45:30
DWQN,532:15:47:20,53:06:22:44,-832,00:02:30:03
DWXZ,374:20:37:15,62:11:26:12,-909,00:02:38:29
DWY,421:12:03:36,35:03:00:18,-513,00:02:39:10
DX,556:18:55:44,12:15:42:10,-994,00:02:39:05
DXA,457:20:14:44,35:05:14:58,-999,00:02:40:39
DXER,492:15:25:13,35:04:31:48,-804,00:02:44:29
DXF,504:06:38:41,50:10:15:52,-804,00:02:34:06
DXFA,570:19:44:03,114:03:56:48,-995,00:02:32:13
DXHM,456:07:10:26,57:00:53:48,-788,00:02:24:33
DXJ,532:11:18:44,28:00:35:43,-707,00:02:44:41
DXLN,387:15:22:31,96:21:50:37,-915,00:01:54:02
DXT,472:02:12:25,52:10:54:42,-949,00:02:16:25
DXZH,420:04:42:49,52:12:35:21,-943,00:01:55:07
DY,564:00:05:45,20:03:25:55,-945,00:02:41:57
DYFN,460:21:19:04,51:05:02:07,-804,00:02:21:40
DYPK,499:06:20:07,45:09:18:11,-817,00:02:40:06
DYS,334:17:51:41,47:19:41:40,-749,00:02:28:40
DYSH,467:20:29:38,46:18:50:57,-974,00:02:44:30
DYT,477:02:11:34,79:12:21:55,-751,00:02:14:27
DYV,570:00:45:34,57:00:04:33,-946,00:02:15:46
DYZ,450:03:46:39,50:00:25:11,-951,00:02:23:08
DZ,534:23:21:28,13:17:12:51,-956,00:02:37:52
DZC,498:13:37:18,62:07:42:09,-584,00:02:44:53
DZI,371:09:35:14,53:01:22:10,-951,00:02:46:30
DZIO,511:21:45:26,51:04:34:32,-948,00:02:32:38
DZJ,504:06:06:51,72:00:52:24,-789,00:02:13:19
DZN,552:08:48:05,55:05:40:48,-802,00:02:44:50
DZQC,547:00:09:19,68:09:01:09,-887,00:02:46:12
DZR,488:20:19:29,44:10:34:29,-777,00:02:21:10
DZWR,438:17:56:38,62:16:16:39,-760,00:02:42:33
E,579:02:41:47,00:13:11:11,-993,00:02:46:37
EA,453:08:07:47,90:16:01:33,-710,00:02:12:38
EAB,544:02:01:08,45:08:10:05,-813,00:02:16:23
EANK,557:07:53:31,111:11:10:42,-106,00:02:45:00
EAP,558:22:20:03,69:20:47:30,-692,00:02:31:23
EARN,491:20:58:30,61:11:37:18,-910,00:02:45:39
EAS,555:06:50:55,55:12:41:05,-604,00:02:30:17
EATO,502:02:00:21,45:15:27:18,-896,00:02:35:21
EAUY,435:23:54:28,62:06:50:38,-746,00:02:45:44
EB,563:21:26:17,17:02:06:15,-977,00:02:45:44
EBAK,552:07:12:27,42:11:37:52,-907,00:02:37:11
EBM,542:17:08:22,77:12:44:03,-887,00:02:44:15
EBQT,414:04:13:17,46:00:28:08,-879,00:02:39:28
EBS,450:18:04:35,40:23:27:41,-906,00:02:39:25
EC,568:06:37:26,06:10:59:03,-931,00:02:44:22
ECG,292:11:29:59,146:05:44:59,-21,00:00:31:59
ECLC,522:12:16:22,43:13:01:21,-896,00:02:39:39
ECQ,492:15:05:06,37:21:28:05,-987,00:02:45:40
ECSI,490:16:17:46,40:21:21:28,-829,00:02:24:00
ECSW,558:02:47:09,79:17:32:27,-709,00:01:54:05
ECX,447:02:17:11,74:12:22:51,-946,00:02:37:41
ECY,394:14:57:25,78:22:11:29,-414,00:02:31:13
ECZ,525:22:21:00,29:05:14:30,-999,00:02:37:20
ED,565:14:51:33,12:13:39:48,-906,00:02:43:00
EDC,519:05:16:23,64:21:39:32,-965,00:02:45:02
EDCR,486:01:57:01,48:14:35:42,-918,00:02:34:34
EDD,548:05:33:48,78:07:39:06,-993,00:02:27:17
EDI,527:11:35:07,75:08:30:43,-555,00:01:54:22
EDKZ,439:12:49:34,48:20:05:30,-941,00:02:21:16
EDS,523:06:15:21,30:18:43:15,-512,00:02:43:57
EDUH,468:19:04:57,39:01:35:24,-989,00:02:38:32
EDUJ,400:07:07:12,44:11:27:28,-855,00:02:23:57
EDZG,492:05:40:27,44:17:58:13,-692,00:02:39:27
EE,563:08:34:03,10:05:49:42,-975,00:02:45:15
EEC,391:03:22:22,39:02:44:14,-988,00:02:45:59
EED,431:22:11:26,53:23:46:25,-736,00:02:24:03
EEDR,396:16:19:18,36:01:29:01,-995,00:02:43:57
EEDZ,565:21:29:21,47:03:47:26,-737,00:02:41:22
EEEO,515:08:15:34,42:22:41:17,-851,00:02:43:11
EEH,383:11:40:16,95:20:55:04,-771,00:01:57:30
EEO,509:12:38:24,31:20:17:24,-823,00:02:36:39
EESG,517:20:50:43,57:12:58:58,-880,00:02:43:09
EETO,463:14:47:37,42:03:31:36,-388,00:02:46:24
EF,525:04:44:10,14:14:07:53,-994,00:02:44:56
EFF,496:21:43:38,49:16:34:21,-472,00:02:27:46
EFGU,431:04:03:56,39:04:43:59,-915,00:02:32:57
EFK,575:17:49:05,28:18:53:27,-988,00:02:23:48
EFVQ,512:05:49:36,85:08:58:16,-772,00:02:41:30
EFY,433:18:52:13,54:05:21:31,-784,00:02:29:38
EG,563:19:03:33,18:19:02:07,-985,00:02:43:41
EGEG,483:03:01:34,120:18:45:23,0,00:02:15:38
EGFL,478:23:36:02,68:10:13:43,-998,00:02:26:25
EGGC,378:05:56:00,42:00:39:33,-831,00:02:39:55
EGI,540:10:14:25,67:13:16:48,-877,00:02:46:09
EGKS,521:08:30:35,52:03:15:03,-895,00:02:40:10
EGP,484:09:53:41,32:07:03:34,-818,00:02:33:52
EGS,568:01:02:54,47:08:05:14,-971,00:02:42:46
EGV,498:22:17:19,38:09:05:56,-926,00:02:32:05
EGW,399:01:29:58,36:06:40:54,-724,00:01:53:09
EGXL,538:20:10:03,67:08:31:15,-989,00:02:20:43
EH,541:03:58:41,13:04:46:47,-993,00:02:41:34
EHDF,470:10:09:43,42:18:22:42,-686,00:02:17:00
EHE,477:09:50:25,53:01:05:36,-931,00:02:36:12
EHIY,402:19:48:52,57:13:06:58,-930,00:02:34:54
EHO,520:05:07:35,173:09:42:31,-528,00:01:54:46
EHPG,476:17:21:38,68:02:28:48,-908,00:02:39:01
EHR,497:15:08:08,41:11:15:40,-760,00:02:44:06
EI,490:22:31:22,35:01:36:31,-901,00:02:43:11
EIAD,549:06:40:20,54:22:16:02,-730,00:02:43:08
EIBP,531:14:50:50,44:07:14:14,-993,00:02:43:49
EIJZ,495:23:07:01,33:01:32:28,-984,00:02:21:35
EIXD,356:20:34:38,50:23:30:39,-995,00:02:09:37
EJ,465:08:28:10,51:16:56:27,-878,00:02:17:42
EJAX,408:07:59:51,136:02:39:57,-642,00:02:08:12
EJJB,163:16:17:51,40:22:04:27,-576,00:02:32:28
EJJJ,482:02:43:57,80:08:27:19,-940,00:02:28:00
EJN,369:06:17:55,61:13:02:59,-999,00:02:11:00
